K	ACC	F1	NMI	AMI	ARI	Homogeneity	Completeness	Time
10	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.00718379020690918
11	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.008159637451171875
12	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.009010076522827148
13	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.008865833282470703
14	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.00994873046875
15	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.009922981262207031
17	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.011881113052368164
18	135	0.89769820971867	0.7979885217013319	0.7954205025674186	0.745503868180448	0.7869234996582516	0.8093691546872486	0.011946916580200195
16	134	0.8905309250136836	0.7906785790830966	0.7880116792998709	0.7322981167185345	0.7781768659513969	0.80358854062315	0.011172056198120117
8	115	0.8143648763853367	0.7231196664338759	0.718268982434435	0.609743321110529	0.7869234996582516	0.6688863006830913	0.0063283443450927734
9	103	0.7499007345642248	0.6804306921861661	0.6732751122293026	0.5433179585607846	0.7869234996582516	0.5993251939735529	0.006401777267456055
19	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.07160186767578125
20	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.01376795768737793
21	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.02396368980407715
22	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.02086639404296875
23	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.01544809341430664
24	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.018411636352539062
