K	ACC	F1	NMI	AMI	ARI	Homogeneity	Completeness	Time
25	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.017592668533325195
26	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.018165111541748047
27	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.019261837005615234
28	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.019578218460083008
29	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.020821571350097656
30	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.08044171333312988
31	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.024430274963378906
32	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.023519277572631836
33	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.02457284927368164
34	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.02441692352294922
35	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.028537511825561523
36	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.02913951873779297
37	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.03145289421081543
38	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.08632183074951172
39	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.030878543853759766
40	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.030861854553222656
41	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.03301835060119629
42	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.03374004364013672
43	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.034880876541137695
44	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.037325382232666016
45	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.09511041641235352
46	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.038344621658325195
47	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.041730403900146484
48	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.047637224197387695
49	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.045140743255615234
50	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.04043078422546387
51	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.1064445972442627
52	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.05176854133605957
53	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.05056118965148926
54	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.05285167694091797
55	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.07653164863586426
56	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.0967559814453125
57	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.11987614631652832
58	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.06247878074645996
59	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.06433629989624023
60	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.0690908432006836
61	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.08498311042785645
62	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.12179160118103027
63	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.0629129409790039
64	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.0703122615814209
65	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.07424306869506836
66	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.13603568077087402
67	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.06787967681884766
68	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.07551336288452148
69	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.07450318336486816
70	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.07513713836669922
71	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.13453245162963867
72	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.08264040946960449
73	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.08452987670898438
74	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.08387637138366699
75	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.1444108486175537
76	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.08849215507507324
77	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.09130287170410156
78	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.10286736488342285
79	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.15678930282592773
80	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.09804844856262207
81	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.10960674285888672
82	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.10702753067016602
83	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.16395235061645508
84	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.1087038516998291
85	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.114410400390625
86	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.178391695022583
87	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.11378192901611328
88	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.12489867210388184
89	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.1877753734588623
90	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.12107038497924805
91	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.13013601303100586
92	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.14200925827026367
93	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.20191669464111328
94	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.14250421524047852
95	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.13635659217834473
96	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.20453643798828125
97	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.1512463092803955
98	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.16058993339538574
99	100	0.5555555555555555	0.7336804366512104	0.7315847607219574	0.5681159420289855	0.5793801642856945	0.9999999999999997	0.21194767951965332
6	97	0.7703103913630229	0.7039546817507512	0.6931047515745482	0.595207904537881	0.924045335379311	0.5685390952121637	0.005048513412475586
7	94	0.6956521739130435	0.6475859000748231	0.6380451660569195	0.4932412500650714	0.7869234996582516	0.5501694535519445	0.005785226821899414
5	75	0.6655781176329122	0.6658482236073838	0.652952553380387	0.4569923791275714	0.9531454901638202	0.5116320185084481	0.06204652786254883
100	50	0.16666666666666666	-9.095116925862998e-16	-9.095116925862998e-16	0.0	-4.547558462931499e-16	1.0	0.11038517951965332
4	45	0.45630215195432583	0.5152848314272511	0.488013216790401	0.24528391204525551	0.856320696735248	0.36851935325924406	0.004483222961425781
3	33	0.3495940749181028	0.46070801032865705	0.40533048715865144	0.14756607923761356	0.8765371079988681	0.3124715465585279	0.003322124481201172
1	23	0.12885154061624648	0.3104897865171857	0.1550429820626617	0.01306515694176113	0.5358305441955047	0.21857091940682252	0.01659393310546875
2	8	0.06926406926406926	0.36724998918471796	0.2719336659067381	0.05424179747807075	0.7346599589291479	0.24481555566614874	0.003836393356323242
